subject_id,block_type,q2,q3,q4,q6,q9,q10,tab_key,session_id,total_damage_taken,total_shot_all,total_kill,total_death,total_shot_hit,total_engage,rocket_shot_hit,gun_shot_hit,self_kill,gender,race,trait_score,state_score,trust_score,mode_cluster,Age,Gender,Race,Education,Smote_frequently,Caffeine_Consumption,Q2_How long have you played games,Q3_how often do you currently play video games?,Q4_During the average week how many hours do you currently spend playing video games?,Q5_When you play video games how many hours do you usually spend playing,Q6_How skilled do you feel you are at playing video games,Q7_Please rate your experience playing video games on a scale of 1 (very inexperienced) to 7 (very experienced).,"Q8_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - First-person shooter","Q9_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Realistic military","Q10_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Driving or Racing","Q11_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Strategy","Q12_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Role-playing","Q13_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Other",Q14_List the top 3 games you have played most frequently within the last 6 months - Top 1?,Q15_List the top 3 games you have played most frequently within the last 6 months - Top 2?,Q16_List the top 3 games you have played most frequently within the last 6 months - Top 3?,Q17_List any official gaming rankings that you currently have or have had in the past - Ranking,Q18_List any official gaming rankings that you currently have or have had in the past - Ranking,Q19_List any official gaming rankings that you currently have or have had in the past - Ranking,Q20,Q21_Do you currently play in a competitive gaming league?,Q22_Have you ever played in a competitive gaming league?,Q23_Have you recorded your number of wins?,Q24_How many wins?,Q25_Total number of competitions:,Q26_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. A. Stimulation,Q27_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. B. Strategy,Q28_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. C. Action,Q29_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. D. Role Playing,Q30_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. E. Unclassified,Q2_What is the relationship between you and your teammate?,Q3_What is the relationship between you and opponent 1?,Q4_What is the relationship between you and opponent 2?
MNOP,block_02,3,12,11,11,35,70,7,5f37dd81-4a8f-f82f-c1a4-989ea7e3cc0d,1164.747241,172,10,13,53,30,8,45,1,Non-binary,White/Caucasian,43.0,42.0,91,1,21,Non-binary,White/Caucasian,Undergraduate,Never,Never,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,3,1,2,4,2,5,Puzzle,Omega Strikers,Team Fortress 2,Tametsi,Challenger and Top 250 (Omega Strikers), , ,No,Yes,No, , ,1,2,3,2,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
MNOP,block_03,3,11,12,13,35,70,11,39593e97-4ced-1883-561b-c1981864c0f2,766.3448234,150,8,10,37,24,7,30,0,Non-binary,White/Caucasian,43.0,42.0,91,1,21,Non-binary,White/Caucasian,Undergraduate,Never,Never,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,3,1,2,4,2,5,Puzzle,Omega Strikers,Team Fortress 2,Tametsi,Challenger and Top 250 (Omega Strikers), , ,No,Yes,No, , ,1,2,3,2,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
MNOP,block_04,3,9,10,13,35,80,10,663178b4-4750-34d4-90da-7cb074beb55e,1043.665439,128,7,14,30,24,10,20,0,Non-binary,White/Caucasian,43.0,42.0,91,1,21,Non-binary,White/Caucasian,Undergraduate,Never,Never,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,3,1,2,4,2,5,Puzzle,Omega Strikers,Team Fortress 2,Tametsi,Challenger and Top 250 (Omega Strikers), , ,No,Yes,No, , ,1,2,3,2,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
MTYH,block_01,2,7,3,1,30,91,2,ab54cf6b-4602-187d-4dbf-308f2571bdbb,650.213622,213,12,4,79,24,0,79,0,Male,Asian,37.0,37.0,90,1,18,Male,Asian,GED,Never,Never,5-10 years,Once or twice a week,8-10 hours,Less than 2 hours,Not very skilled,5,5,3,2,4,3,4,Souls-Like,League of Legends,Counter-Strike GO/2,Cuphead,Counter-Strike: GO,League of Legends,Rainbow 6: Siege,No,No,No, , ,2,2,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
MTYH,block_02,2,5,1,5,30,100,1,69d133a0-4a25-7ea2-81fb-2883be8d8185,302.04389,259,9,0,78,26,3,75,0,Male,Asian,37.0,37.0,90,1,18,Male,Asian,GED,Never,Never,5-10 years,Once or twice a week,8-10 hours,Less than 2 hours,Not very skilled,5,5,3,2,4,3,4,Souls-Like,League of Legends,Counter-Strike GO/2,Cuphead,Counter-Strike: GO,League of Legends,Rainbow 6: Siege,No,No,No, , ,2,2,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
MTYH,block_03,2,3,1,1,40,100,3,3ff660ba-4d88-cf89-379c-6fa45712769a,439.5811075,270,5,0,78,30,5,73,0,Male,Asian,37.0,37.0,90,1,18,Male,Asian,GED,Never,Never,5-10 years,Once or twice a week,8-10 hours,Less than 2 hours,Not very skilled,5,5,3,2,4,3,4,Souls-Like,League of Legends,Counter-Strike GO/2,Cuphead,Counter-Strike: GO,League of Legends,Rainbow 6: Siege,No,No,No, , ,2,2,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
MTYH,block_04,2,1,1,1,35,100,5,87069e81-4953-3251-444b-88a144ec20b5,960.007502,289,19,6,91,33,5,86,0,Male,Asian,37.0,37.0,90,1,18,Male,Asian,GED,Never,Never,5-10 years,Once or twice a week,8-10 hours,Less than 2 hours,Not very skilled,5,5,3,2,4,3,4,Souls-Like,League of Legends,Counter-Strike GO/2,Cuphead,Counter-Strike: GO,League of Legends,Rainbow 6: Siege,No,No,No, , ,2,2,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
PKJH,block_01,2,2,2,2,91,52,16,c5bb93cd-4cce-11d8-6d58-2e9e469acb71,957.913214,177,1,2,65,32,5,60,0,Male,White/Caucasian,35.0,35.0,83,1,19,Male,White/Caucasian,Undergraduate,Never,Every day,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,5,4,5,2,2,4,Aim Trainers,Valorant,AimLabs,Escape From Tarkov,Valorant top 600,Aimlabs top 5%, ,Yes,Yes,No, , ,3,2,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
PKJH,block_02,2,3,5,7,69,30,22,719e2eb0-4197-b167-41f9-8db24f75b605,801.524982,166,3,5,50,30,12,38,0,Male,White/Caucasian,35.0,35.0,83,1,19,Male,White/Caucasian,Undergraduate,Never,Every day,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,5,4,5,2,2,4,Aim Trainers,Valorant,AimLabs,Escape From Tarkov,Valorant top 600,Aimlabs top 5%, ,Yes,Yes,No, , ,3,2,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
PKJH,block_03,2,2,2,3,98,54,21,f85b8323-4ca7-ee3c-bb78-94b36cadb805,788.064482,211,6,2,78,29,13,65,0,Male,White/Caucasian,35.0,35.0,83,1,19,Male,White/Caucasian,Undergraduate,Never,Every day,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,5,4,5,2,2,4,Aim Trainers,Valorant,AimLabs,Escape From Tarkov,Valorant top 600,Aimlabs top 5%, ,Yes,Yes,No, , ,3,2,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
PKJH,block_04,2,4,4,3,53,37,24,0538e108-4c09-5ff7-ab2b-959e4a36ad6b,918.037361,261,2,3,48,33,9,39,0,Male,White/Caucasian,35.0,35.0,83,1,19,Male,White/Caucasian,Undergraduate,Never,Every day,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,5,4,5,2,2,4,Aim Trainers,Valorant,AimLabs,Escape From Tarkov,Valorant top 600,Aimlabs top 5%, ,Yes,Yes,No, , ,3,2,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
QAXY,block_01,3,8,10,13,85,75,21,d682ff1b-4c8a-9dae-d9d5-4582be12e778,570.780497,170,8,4,34,24,3,31,0,Male,White/Caucasian,42.0,37.0,98,1,19,Male,White/Caucasian,GED,Never,Rarely,10 or more years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,6,4,3,4,2,2,4,Sandbox,Fortnite,Overwatch,Super Smash Bros (Ultimate),Fortnite - Diamond,Overwatch - Platinum, ,No,Yes,No, , ,3,2,3,2,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.
QAXY,block_02,3,13,14,9,91,82,42,a8c25021-42f3-e12a-9934-d48ca28b88aa,689.370146,236,11,4,63,33,4,59,0,Male,White/Caucasian,42.0,37.0,98,1,19,Male,White/Caucasian,GED,Never,Rarely,10 or more years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,6,4,3,4,2,2,4,Sandbox,Fortnite,Overwatch,Super Smash Bros (Ultimate),Fortnite - Diamond,Overwatch - Platinum, ,No,Yes,No, , ,3,2,3,2,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.
QAXY,block_03,3,9,14,12,85,80,35,4ca89552-4100-084d-279e-7db3ac4df894,748.321295,193,13,6,50,24,5,45,0,Male,White/Caucasian,42.0,37.0,98,1,19,Male,White/Caucasian,GED,Never,Rarely,10 or more years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,6,4,3,4,2,2,4,Sandbox,Fortnite,Overwatch,Super Smash Bros (Ultimate),Fortnite - Diamond,Overwatch - Platinum, ,No,Yes,No, , ,3,2,3,2,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.
QAXY,block_04,3,7,8,10,80,81,56,f74ac41e-4abb-2c24-95ba-f6bd7a3aa0c5,605.45201,121,12,3,41,24,12,29,0,Male,White/Caucasian,42.0,37.0,98,1,19,Male,White/Caucasian,GED,Never,Rarely,10 or more years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,6,4,3,4,2,2,4,Sandbox,Fortnite,Overwatch,Super Smash Bros (Ultimate),Fortnite - Diamond,Overwatch - Platinum, ,No,Yes,No, , ,3,2,3,2,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.
QAZW,block_01,2,8,10,10,70,70,1,1263e8ef-4b1f-9a88-a07b-85971cac44ab,285.0,207,13,2,59,25,4,55,0,Male,Asian,60.0,39.0,100,2,21,Male,Asian,Undergraduate,Never,A few times per month,5-10 years,Almost every day,10-15 hours,Less than 2 hours,Moderately skilled,6,4,3,2,4,1,5,Rouge-Like,The Division 2 ,Slay the Spire,7 Days to Die,Gold 5 Apex Legends,Silver 2/3 CSGO, ,No,No,No, , ,1,3,3,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
QAZW,block_02,2,10,11,11,74,66,5,6ee85647-4297-186c-24fa-c4970441459c,495.0,347,23,4,87,31,4,83,0,Male,Asian,60.0,39.0,100,2,21,Male,Asian,Undergraduate,Never,A few times per month,5-10 years,Almost every day,10-15 hours,Less than 2 hours,Moderately skilled,6,4,3,2,4,1,5,Rouge-Like,The Division 2 ,Slay the Spire,7 Days to Die,Gold 5 Apex Legends,Silver 2/3 CSGO, ,No,No,No, , ,1,3,3,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
QAZW,block_03,2,11,11,10,73,73,3,b8103d26-48b2-edb7-9cf6-febff2e0b27b,586.809811,268,20,3,84,28,9,75,0,Male,Asian,60.0,39.0,100,2,21,Male,Asian,Undergraduate,Never,A few times per month,5-10 years,Almost every day,10-15 hours,Less than 2 hours,Moderately skilled,6,4,3,2,4,1,5,Rouge-Like,The Division 2 ,Slay the Spire,7 Days to Die,Gold 5 Apex Legends,Silver 2/3 CSGO, ,No,No,No, , ,1,3,3,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
QAZW,block_04,2,11,11,12,74,76,8,7dcb719f-46a8-2478-bac5-4da70d64241f,534.865155,295,20,4,77,32,8,69,0,Male,Asian,60.0,39.0,100,2,21,Male,Asian,Undergraduate,Never,A few times per month,5-10 years,Almost every day,10-15 hours,Less than 2 hours,Moderately skilled,6,4,3,2,4,1,5,Rouge-Like,The Division 2 ,Slay the Spire,7 Days to Die,Gold 5 Apex Legends,Silver 2/3 CSGO, ,No,No,No, , ,1,3,3,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
QPOI,block_01,1,4,2,2,100,50,0,9e78a544-4fad-2033-7311-4f8a28b2f34f,697.4535666,242,22,4,63,29,10,53,0,Male,Asian,62.0,25.0,94,2,21,Male,Asian,GED,Never,Every day,10 or more years,Less than once a month,Less than 2 hours,Less than 2 hours,Moderately skilled,5,5,2,3,4,1, , ,Valorant,League of Legends,Pubg,Silver League of legends,none,none,No,No,No, , ,2,2,4,1,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.
QPOI,block_02,1,3,6,2,96,77,14,505ab3c0-4bfb-f248-a0ff-53be350d22d6,657.886332,188,17,5,54,25,6,48,0,Male,Asian,62.0,25.0,94,2,21,Male,Asian,GED,Never,Every day,10 or more years,Less than once a month,Less than 2 hours,Less than 2 hours,Moderately skilled,5,5,2,3,4,1, , ,Valorant,League of Legends,Pubg,Silver League of legends,none,none,No,No,No, , ,2,2,4,1,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.
QPOI,block_03,1,3,1,1,100,100,27,e27612de-4620-d131-fe94-1d8df7bf34e9,402.1514,265,15,3,62,21,5,57,0,Male,Asian,62.0,25.0,94,2,21,Male,Asian,GED,Never,Every day,10 or more years,Less than once a month,Less than 2 hours,Less than 2 hours,Moderately skilled,5,5,2,3,4,1, , ,Valorant,League of Legends,Pubg,Silver League of legends,none,none,No,No,No, , ,2,2,4,1,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.
QPOI,block_04,1,3,3,2,100,100,44,5d02a094-4bec-a7f8-e7d4-979a9b28ba7c,591.142916,156,7,8,35,21,4,31,0,Male,Asian,62.0,25.0,94,2,21,Male,Asian,GED,Never,Every day,10 or more years,Less than once a month,Less than 2 hours,Less than 2 hours,Moderately skilled,5,5,2,3,4,1, , ,Valorant,League of Legends,Pubg,Silver League of legends,none,none,No,No,No, , ,2,2,4,1,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.
QWER,block_01,2,6,8,1,100,55,0,fff26c4d-43e8-7f61-fd2b-5782e7e5534a,418.157303,174,18,6,61,27,5,56,0,Male,White/Caucasian,64.0,37.0,85,3,18,Male,White/Caucasian,Undergraduate,Never,Every day,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,5,5,5,4,3,2,1, ,Helldivers 2,Star Citizen,Fortnite,Onyx in Halo Infinite,Diamond 1 in Apex Legends,Elite in Fortnite,No,Yes,Yes,"196 In Fortnite, 66 in Apex, 135 In Halo. Those were the main competitive shooters I played.",2,1,1,4,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
QWER,block_02,2,2,11,8,71,9,0,5f37dd81-4a8f-f82f-c1a4-989ea7e3cc0d,937.761353,219,19,7,67,32,9,58,0,Male,White/Caucasian,64.0,37.0,85,3,18,Male,White/Caucasian,Undergraduate,Never,Every day,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,5,5,5,4,3,2,1, ,Helldivers 2,Star Citizen,Fortnite,Onyx in Halo Infinite,Diamond 1 in Apex Legends,Elite in Fortnite,No,Yes,Yes,"196 In Fortnite, 66 in Apex, 135 In Halo. Those were the main competitive shooters I played.",2,1,1,4,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
QWER,block_03,2,5,2,3,81,39,11,39593e97-4ced-1883-561b-c1981864c0f2,674.289173,157,14,5,54,22,6,48,0,Male,White/Caucasian,64.0,37.0,85,3,18,Male,White/Caucasian,Undergraduate,Never,Every day,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,5,5,5,4,3,2,1, ,Helldivers 2,Star Citizen,Fortnite,Onyx in Halo Infinite,Diamond 1 in Apex Legends,Elite in Fortnite,No,Yes,Yes,"196 In Fortnite, 66 in Apex, 135 In Halo. Those were the main competitive shooters I played.",2,1,1,4,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
QWER,block_04,2,6,4,3,93,5,3,663178b4-4750-34d4-90da-7cb074beb55e,614.866236,205,14,7,57,28,6,51,0,Male,White/Caucasian,64.0,37.0,85,3,18,Male,White/Caucasian,Undergraduate,Never,Every day,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,5,5,5,4,3,2,1, ,Helldivers 2,Star Citizen,Fortnite,Onyx in Halo Infinite,Diamond 1 in Apex Legends,Elite in Fortnite,No,Yes,Yes,"196 In Fortnite, 66 in Apex, 135 In Halo. Those were the main competitive shooters I played.",2,1,1,4,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
QWRT,block_01,2,4,4,5,100,73,19,85a5023a-4976-0721-23b2-028c85a483dd,619.990292,180,6,4,51,19,0,51,0,Male,Black/African-American,28.0,29.0,86,3,19,Male,Black/African-American,GED,Never,Rarely,10 or more years,Almost every day,8-10 hours,2-5 hours,Moderately skilled,6,5,3,3,3,2, , ,Valorant,Fortnite,The Finals,Diamond,Unreal, ,No,Yes,No, , ,2,2,3,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
QWRT,block_02,2,4,6,4,82,78,12,32143347-4542-7282-6c5b-b7b56e6a33c5,484.19711,145,2,2,41,21,2,39,0,Male,Black/African-American,28.0,29.0,86,3,19,Male,Black/African-American,GED,Never,Rarely,10 or more years,Almost every day,8-10 hours,2-5 hours,Moderately skilled,6,5,3,3,3,2, , ,Valorant,Fortnite,The Finals,Diamond,Unreal, ,No,Yes,No, , ,2,2,3,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
QWRT,block_03,2,1,1,2,92,100,21,dd256e2a-4e9a-fe7f-54b8-66bfb1d5fa7e,589.8728093,156,4,3,44,26,4,40,0,Male,Black/African-American,28.0,29.0,86,3,19,Male,Black/African-American,GED,Never,Rarely,10 or more years,Almost every day,8-10 hours,2-5 hours,Moderately skilled,6,5,3,3,3,2, , ,Valorant,Fortnite,The Finals,Diamond,Unreal, ,No,Yes,No, , ,2,2,3,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
QWRT,block_04,2,1,1,1,100,100,19,0f012d24-4034-4c67-7810-53878af71db6,791.9358179,166,5,4,51,25,2,49,0,Male,Black/African-American,28.0,29.0,86,3,19,Male,Black/African-American,GED,Never,Rarely,10 or more years,Almost every day,8-10 hours,2-5 hours,Moderately skilled,6,5,3,3,3,2, , ,Valorant,Fortnite,The Finals,Diamond,Unreal, ,No,Yes,No, , ,2,2,3,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
QXZW,block_01,3,8,13,11,70,70,0,c5bb93cd-4cce-11d8-6d58-2e9e469acb71,727.687753,202,1,0,45,30,4,41,0,Male,White/Caucasian,36.0,38.0,85,1,21,Male,White/Caucasian,Undergraduate,Never,Rarely,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,4,2,3,4,5,4,Mobile games/Gacha ,Destiny 2 ,Pokemon Violet ,Hearthstone,platinum overwatch 2 ,diamond 4 hearthstone , ,No,No,No, , ,1,1,4,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
QXZW,block_02,1,9,13,9,70,72,0,719e2eb0-4197-b167-41f9-8db24f75b605,641.041066,196,8,1,65,25,5,60,0,Male,White/Caucasian,36.0,38.0,85,1,21,Male,White/Caucasian,Undergraduate,Never,Rarely,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,4,2,3,4,5,4,Mobile games/Gacha ,Destiny 2 ,Pokemon Violet ,Hearthstone,platinum overwatch 2 ,diamond 4 hearthstone , ,No,No,No, , ,1,1,4,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
QXZW,block_03,3,12,16,15,20,46,0,f85b8323-4ca7-ee3c-bb78-94b36cadb805,916.7255232,175,2,3,38,28,5,33,1,Male,White/Caucasian,36.0,38.0,85,1,21,Male,White/Caucasian,Undergraduate,Never,Rarely,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,4,2,3,4,5,4,Mobile games/Gacha ,Destiny 2 ,Pokemon Violet ,Hearthstone,platinum overwatch 2 ,diamond 4 hearthstone , ,No,No,No, , ,1,1,4,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
QXZW,block_04,3,13,15,7,76,70,0,0538e108-4c09-5ff7-ab2b-959e4a36ad6b,536.2976371,142,1,2,38,21,5,33,0,Male,White/Caucasian,36.0,38.0,85,1,21,Male,White/Caucasian,Undergraduate,Never,Rarely,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,4,2,3,4,5,4,Mobile games/Gacha ,Destiny 2 ,Pokemon Violet ,Hearthstone,platinum overwatch 2 ,diamond 4 hearthstone , ,No,No,No, , ,1,1,4,2,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
RQWE,block_01,2,10,11,10,65,75,0,d682ff1b-4c8a-9dae-d9d5-4582be12e778,649.6033516,189,4,8,32,27,3,29,0,Male,Black/African-American,41.0,41.0,80,2,21,Male,Black/African-American,Undergraduate,Never,A few times per month,10 or more years,Almost every day,8-10 hours,2-5 hours,Very skilled,7,4,2,2,3,5,2,Horror,Super Smash Bros. Ultimate,Final Fantasy VII Remake,Geometry Dash,Top 100 Sephiroth in SSBU Worldwide,Top 50 Corrin in SSBU Worldwide,Ranked 2nd on UMBC PR in SSBU,No,No,Yes, , ,2,2,3,4,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
RQWE,block_02,2,7,10,10,60,83,0,a8c25021-42f3-e12a-9934-d48ca28b88aa,732.0923815,203,7,10,44,26,6,38,0,Male,Black/African-American,41.0,41.0,80,2,21,Male,Black/African-American,Undergraduate,Never,A few times per month,10 or more years,Almost every day,8-10 hours,2-5 hours,Very skilled,7,4,2,2,3,5,2,Horror,Super Smash Bros. Ultimate,Final Fantasy VII Remake,Geometry Dash,Top 100 Sephiroth in SSBU Worldwide,Top 50 Corrin in SSBU Worldwide,Ranked 2nd on UMBC PR in SSBU,No,No,Yes, , ,2,2,3,4,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
RQWE,block_03,2,10,10,9,42,79,0,4ca89552-4100-084d-279e-7db3ac4df894,737.2379536,172,5,12,27,27,0,27,0,Male,Black/African-American,41.0,41.0,80,2,21,Male,Black/African-American,Undergraduate,Never,A few times per month,10 or more years,Almost every day,8-10 hours,2-5 hours,Very skilled,7,4,2,2,3,5,2,Horror,Super Smash Bros. Ultimate,Final Fantasy VII Remake,Geometry Dash,Top 100 Sephiroth in SSBU Worldwide,Top 50 Corrin in SSBU Worldwide,Ranked 2nd on UMBC PR in SSBU,No,No,Yes, , ,2,2,3,4,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
RQWE,block_04,2,10,12,10,32,89,0,f74ac41e-4abb-2c24-95ba-f6bd7a3aa0c5,934.908929,206,3,9,39,24,2,37,0,Male,Black/African-American,41.0,41.0,80,2,21,Male,Black/African-American,Undergraduate,Never,A few times per month,10 or more years,Almost every day,8-10 hours,2-5 hours,Very skilled,7,4,2,2,3,5,2,Horror,Super Smash Bros. Ultimate,Final Fantasy VII Remake,Geometry Dash,Top 100 Sephiroth in SSBU Worldwide,Top 50 Corrin in SSBU Worldwide,Ranked 2nd on UMBC PR in SSBU,No,No,Yes, , ,2,2,3,4,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
SBQRG,block_01,1,1,2,9,50,50,10,b8944796-41be-f0ad-8f57-35adbb4944c5,542.810332,146,5,0,46,16,2,44,0,Male,White/Caucasian,,,88,1,24,Male,White/Caucasian,Undergraduate,Rarely,Every day,10 or more years,Almost every day,8-10 hours,2-5 hours,Moderately skilled,6,4,5,2,4,3,1, ,War Thunder,Sea of Thieves,Ready or Not, , , ,No,No,No, , ,2,1,3,3,3,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is a friend. I know this person well and like them.
